ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-01-11,2.160465852558127,-2.1388565667868016,5.473817531449003,2.160465852558127,2.160465852558127,-0.46334591383454476,-0.46334591383454476,-0.46334591383454476,0.024629559361788584,0.024629559361788584,0.024629559361788584,-0.4879754731963333,-0.4879754731963333,-0.4879754731963333,0.0,0.0,0.0,1.6971199387235822
2020-01-12,2.16131111570194,-2.0455524235003475,5.333573451726804,2.16131111570194,2.16131111570194,-0.6505191808106551,-0.6505191808106551,-0.6505191808106551,-0.19545719868331332,-0.19545719868331332,-0.19545719868331332,-0.4550619821273418,-0.4550619821273418,-0.4550619821273418,0.0,0.0,0.0,1.510791934891285
2020-01-13,2.1621563788457525,-1.7245421325386532,5.514846461731886,2.1621563788457525,2.1621563788457525,-0.27703572368655777,-0.27703572368655777,-0.27703572368655777,0.15093898770300523,0.15093898770300523,0.15093898770300523,-0.427974711389563,-0.427974711389563,-0.427974711389563,0.0,0.0,0.0,1.8851206551591948
2020-01-14,2.1630016419895655,-2.2615828928080415,5.7492877303456424,2.1630016419895655,2.1630016419895655,-0.39573133868799515,-0.39573133868799515,-0.39573133868799515,0.011571947577116538,0.011571947577116538,0.011571947577116538,-0.4073032862651117,-0.4073032862651117,-0.4073032862651117,0.0,0.0,0.0,1.7672703033015704
2020-01-15,2.1638469051333784,-2.060833444233587,5.842525791229337,2.1638469051333784,2.1638469051333784,-0.3320127603086989,-0.3320127603086989,-0.3320127603086989,0.06138315715821258,0.06138315715821258,0.06138315715821258,-0.39339591746691144,-0.39339591746691144,-0.39339591746691144,0.0,0.0,0.0,1.8318341448246795
2020-01-16,2.164692168277191,-1.9755624444453552,5.639867056356794,2.164692168277191,2.164692168277191,-0.40406782844872335,-0.40406782844872335,-0.40406782844872335,-0.01771317053408985,-0.01771317053408985,-0.01771317053408985,-0.38635465791463347,-0.38635465791463347,-0.38635465791463347,0.0,0.0,0.0,1.7606243398284676
2020-01-17,2.1655374314210034,-2.1157722745301344,5.636075067438109,2.1655374314210034,2.1655374314210034,-0.42139153681974334,-0.42139153681974334,-0.42139153681974334,-0.03535328258304428,-0.03535328258304428,-0.03535328258304428,-0.3860382542366991,-0.3860382542366991,-0.3860382542366991,0.0,0.0,0.0,1.74414589460126
2020-01-18,2.1663826945648164,-2.183096456455772,5.703809025861114,2.1663826945648164,2.1663826945648164,-0.36744285966773055,-0.36744285966773055,-0.36744285966773055,0.024629559362357813,0.024629559362357813,0.024629559362357813,-0.3920724190300883,-0.3920724190300883,-0.3920724190300883,0.0,0.0,0.0,1.7989398348970858
2020-01-19,2.167227957708629,-2.3552929994184866,5.1200403573719555,2.167227957708629,2.167227957708629,-0.5993243276944293,-0.5993243276944293,-0.5993243276944293,-0.19545719868311118,-0.19545719868311118,-0.19545719868311118,-0.4038671290113181,-0.4038671290113181,-0.4038671290113181,0.0,0.0,0.0,1.5679036300141995
2020-01-20,2.1680732208524414,-1.779562734651965,5.957321190751041,2.1680732208524414,2.1680732208524414,-0.2697013587715215,-0.2697013587715215,-0.2697013587715215,0.15093898770307188,0.15093898770307188,0.15093898770307188,-0.4206403464745934,-0.4206403464745934,-0.4206403464745934,0.0,0.0,0.0,1.8983718620809198
2020-01-21,2.1689184839962543,-1.9386491123053473,5.360031334366758,2.1689184839962543,2.1689184839962543,-0.4298754255011102,-0.4298754255011102,-0.4298754255011102,0.011571947576707337,0.011571947576707337,0.011571947576707337,-0.4414473730778175,-0.4414473730778175,-0.4414473730778175,0.0,0.0,0.0,1.7390430584951442
2020-01-22,2.169763747140067,-2.092986793958772,5.7655046660482885,2.169763747140067,2.169763747140067,-0.40383172424501956,-0.40383172424501956,-0.40383172424501956,0.061383157158704765,0.061383157158704765,0.061383157158704765,-0.4652148814037243,-0.4652148814037243,-0.4652148814037243,0.0,0.0,0.0,1.7659320228950472
2020-01-23,2.1706090102838798,-2.3076976720072913,5.637513566313575,2.1706090102838798,2.1706090102838798,-0.5084917063367345,-0.5084917063367345,-0.5084917063367345,-0.017713170533881085,-0.017713170533881085,-0.017713170533881085,-0.49077853580285336,-0.49077853580285336,-0.49077853580285336,0.0,0.0,0.0,1.6621173039471453
2020-01-25,2.172299536571505,-2.4975207597609193,5.511620715553197,2.172299536571505,2.172299536571505,-0.5177936139816357,-0.5177936139816357,-0.5177936139816357,0.024629559361888077,0.024629559361888077,0.024629559361888077,-0.5424231733435239,-0.5424231733435239,-0.5424231733435239,0.0,0.0,0.0,1.6545059225898695
2020-01-26,2.1731447997153177,-2.502271310454334,5.532492705670902,2.1731447997153177,2.1731447997153177,-0.7615422904237519,-0.7615422904237519,-0.7615422904237519,-0.19545719868337805,-0.19545719868337805,-0.19545719868337805,-0.5660850917403739,-0.5660850917403739,-0.5660850917403739,0.0,0.0,0.0,1.4116025092915658
2020-01-27,2.1739900628591307,-1.9924727039653842,5.840197090123519,2.1739900628591307,2.1739900628591307,-0.43584671393039554,-0.43584671393039554,-0.43584671393039554,0.15093898770313854,0.15093898770313854,0.15093898770313854,-0.586785701633534,-0.586785701633534,-0.586785701633534,0.0,0.0,0.0,1.7381433489287352
2020-01-28,2.174835326002943,-2.2582085842474195,5.448291412159432,2.174835326002943,2.174835326002943,-0.5919378691290897,-0.5919378691290897,-0.5919378691290897,0.011571947577280604,0.011571947577280604,0.011571947577280604,-0.6035098167063704,-0.6035098167063704,-0.6035098167063704,0.0,0.0,0.0,1.5828974568738534
2020-01-29,2.175680589146756,-2.230397882333655,5.6206602945651705,2.175680589146756,2.175680589146756,-0.5540002567832604,-0.5540002567832604,-0.5540002567832604,0.06138315715775208,0.06138315715775208,0.06138315715775208,-0.6153834139410124,-0.6153834139410124,-0.6153834139410124,0.0,0.0,0.0,1.6216803323634958
2020-01-30,2.1765258522905686,-2.15974185122635,5.511861015448016,2.1765258522905686,2.1765258522905686,-0.6394153374045107,-0.6394153374045107,-0.6394153374045107,-0.017713170534482858,-0.017713170534482858,-0.017713170534482858,-0.6217021668700279,-0.6217021668700279,-0.6217021668700279,0.0,0.0,0.0,1.537110514886058
2020-01-31,2.1773711154343816,-2.6359181829850544,5.213219930072986,2.1773711154343816,2.1773711154343816,-0.6573076558958549,-0.6573076558958549,-0.6573076558958549,-0.03535328258259636,-0.03535328258259636,-0.03535328258259636,-0.6219543733132585,-0.6219543733132585,-0.6219543733132585,0.0,0.0,0.0,1.5200634595385267
2020-02-01,2.1782163785781945,-2.157516673163317,5.399291036278486,2.1782163785781945,2.1782163785781945,-0.5912080381610718,-0.5912080381610718,-0.5912080381610718,0.024629559361418345,0.024629559361418345,0.024629559361418345,-0.6158375975224901,-0.6158375975224901,-0.6158375975224901,0.0,0.0,0.0,1.5870083404171227
2020-02-02,2.179061641722007,-2.3924275219281665,5.267377399119367,2.179061641722007,2.179061641722007,-0.7987257413698923,-0.7987257413698923,-0.7987257413698923,-0.1954571986831759,-0.1954571986831759,-0.1954571986831759,-0.6032685426867164,-0.6032685426867164,-0.6032685426867164,0.0,0.0,0.0,1.3803359003521147
2020-02-03,2.1799069048658195,-2.0694477761992207,5.244986199231678,2.1799069048658195,2.1799069048658195,-0.4334468919470035,-0.4334468919470035,-0.4334468919470035,0.150938987702634,0.150938987702634,0.150938987702634,-0.5843858796496375,-0.5843858796496375,-0.5843858796496375,0.0,0.0,0.0,1.7464600129188161
2020-02-04,2.1807521680096325,-2.1094590660727484,5.658311130854102,2.1807521680096325,2.1807521680096325,-0.5479740274806322,-0.5479740274806322,-0.5479740274806322,0.011571947576871418,0.011571947576871418,0.011571947576871418,-0.5595459750575036,-0.5595459750575036,-0.5595459750575036,0.0,0.0,0.0,1.6327781405290003
2020-02-05,2.181597431153445,-2.191196592143341,5.6383433422050295,2.181597431153445,2.181597431153445,-0.46792852325155804,-0.46792852325155804,-0.46792852325155804,0.06138315715824427,0.06138315715824427,0.06138315715824427,-0.5293116804098024,-0.5293116804098024,-0.5293116804098024,0.0,0.0,0.0,1.713668907901887
2020-02-06,2.1824426942972575,-2.24391490378827,5.809158317684586,2.1824426942972575,2.1824426942972575,-0.5121477265534028,-0.5121477265534028,-0.5121477265534028,-0.017713170534407657,-0.017713170534407657,-0.017713170534407657,-0.4944345560189951,-0.4944345560189951,-0.4944345560189951,0.0,0.0,0.0,1.6702949677438546
2020-02-07,2.1832879574410704,-1.9339262471509209,5.335084966138586,2.1832879574410704,2.1832879574410704,-0.4911843868819491,-0.4911843868819491,-0.4911843868819491,-0.035353282582039354,-0.035353282582039354,-0.035353282582039354,-0.45583110429990975,-0.45583110429990975,-0.45583110429990975,0.0,0.0,0.0,1.6921035705591212
2020-02-08,2.184133220584883,-1.9737337328431201,5.877902689889672,2.184133220584883,2.184133220584883,-0.3899242097153576,-0.3899242097153576,-0.3899242097153576,0.024629559361987557,0.024629559361987557,0.024629559361987557,-0.4145537690773451,-0.4145537690773451,-0.4145537690773451,0.0,0.0,0.0,1.7942090108695252
2020-02-09,2.184978483728696,-2.2273292366309403,5.375094143656088,2.184978483728696,2.184978483728696,-0.5672148149337345,-0.5672148149337345,-0.5672148149337345,-0.19545719868336975,-0.19545719868336975,-0.19545719868336975,-0.37175761625036485,-0.37175761625036485,-0.37175761625036485,0.0,0.0,0.0,1.6177636687949613
2020-02-10,2.185823746872509,-1.8037760657000543,5.824205050920218,2.185823746872509,2.185823746872509,-0.17772475375870705,-0.17772475375870705,-0.17772475375870705,0.15093898770270067,0.15093898770270067,0.15093898770270067,-0.32866374146140775,-0.32866374146140775,-0.32866374146140775,0.0,0.0,0.0,2.008098993113802
2020-02-11,2.1866690100163213,-1.9216057785453216,5.826727308736174,2.1866690100163213,2.1866690100163213,-0.27494860093129597,-0.27494860093129597,-0.27494860093129597,0.011571947577117494,0.011571947577117494,0.011571947577117494,-0.28652054850841346,-0.28652054850841346,-0.28652054850841346,0.0,0.0,0.0,1.9117204090850253
